slug,runtime_percentile_analysis,result_analysis,total_testcases,total_correct,runtime_percentile,state,status_msg,memory_percentile,processed,difficulty_x,difficulty_y,difficulty
minimum-cost-for-cutting-cake-ii,29.41,Accepted,566.0,566.0,67.1875,SUCCESS,50.0,Accepted,True,Hard,Hard,Hard
partition-string-into-minimum-beautiful-substrings,,Wrong Answer,,,51.2,,51.2,Accepted,True,Medium,Medium,Medium
determine-if-string-halves-are-alike,100.0,Accepted,113.0,113.0,100.0,SUCCESS,22.3663,Accepted,True,Easy,Easy,Easy
gcd-sort-of-an-array,94.62,Accepted,91.0,91.0,77.9663,SUCCESS,77.9663,Accepted,True,Hard,Hard,Hard
finding-3-digit-even-numbers,82.06,Accepted,79.0,79.0,68.8474,SUCCESS,43.2722,Accepted,True,Easy,Easy,Easy
hash-divided-string,75.08,Accepted,,,41.83,,54.9,Accepted,True,Medium,Medium,Medium
palindrome-partitioning-iv,83.56,Accepted,,,72.31,,46.05,Accepted,True,Hard,Hard,Hard
minimum-degree-of-a-connected-trio-in-a-graph,82.99,Accepted,68.0,68.0,65.3544,SUCCESS,21.26,Accepted,True,Hard,Hard,Hard
check-if-matrix-is-x-matrix,31.49,Accepted,84.0,84.0,70.2778,SUCCESS,70.5556,Accepted,True,Easy,Easy,Easy
minimum-number-of-operations-to-make-array-continuous,92.16,Accepted,,,77.29,,16.16,Accepted,True,Hard,Hard,Hard
count-pairs-with-xor-in-a-range,85.94,Accepted,,,87.88,,69.7,Accepted,True,Hard,Hard,Hard
max-dot-product-of-two-subsequences,49.06,Accepted,,,75.48,,63.23,Accepted,True,Hard,Hard,Hard
find-polygon-with-the-largest-perimeter,73.24,Accepted,,,97.69,,84.72,Accepted,True,Medium,Medium,Medium
minimum-cost-to-convert-string-i,94.91,Accepted,,,86.46,,56.6,Accepted,True,Medium,Medium,Medium
sum-of-values-at-indices-with-k-set-bits,53.68,Accepted,,,100.0,,51.45,Accepted,True,Easy,Easy,Easy
most-frequent-ids,64.77,Accepted,623.0,623.0,54.3308,SUCCESS,53.5434,Accepted,True,Medium,Medium,Medium
number-of-rectangles-that-can-form-the-largest-square,67.04,Accepted,68.0,68.0,81.7911,SUCCESS,97.3134,Accepted,True,Easy,Easy,Easy
minimum-cost-to-cut-a-stick,98.58,Accepted,,,81.27,,62.99,Accepted,True,Hard,Hard,Hard
check-if-there-is-a-valid-parentheses-string-path,97.03,Accepted,,,98.75,,75.0,Accepted,True,Hard,Hard,Hard
next-greater-element-iv,32.2,Accepted,51.0,51.0,85.1283,SUCCESS,63.59,Accepted,True,Hard,Hard,Hard
sorting-the-sentence,97.55,Accepted,,,74.41,,69.06,Accepted,True,Easy,Easy,Easy
largest-odd-number-in-string,47.53,Accepted,,,89.63,,20.55,Accepted,True,Easy,Easy,Easy
minimum-element-after-replacement-with-digit-sum,58.62,Accepted,835.0,835.0,45.4428,SUCCESS,21.4102,Accepted,True,Easy,Easy,Easy
closest-room,92.31,Accepted,43.0,43.0,93.4783,SUCCESS,58.6957,Accepted,True,Hard,Hard,Hard
find-a-safe-walk-through-a-grid,90.0,Accepted,,,87.85,,72.59,Accepted,True,Medium,Medium,Medium
checking-existence-of-edge-length-limited-paths,94.16,Accepted,,,87.33,,30.0,Accepted,True,Hard,Hard,Hard
count-subarrays-with-fixed-bounds,98.93,Accepted,,,95.54,,46.48,Accepted,True,Hard,Hard,Hard
count-of-integers,44.34,Accepted,,,94.74,,5.15,Accepted,True,Hard,Hard,Hard
painting-the-walls,99.33,Accepted,,,97.73,,71.94,Accepted,True,Hard,Hard,Hard
minimum-sum-of-mountain-triplets-ii,99.01,Accepted,,,98.34,,74.59,Accepted,True,Medium,Medium,Medium
double-modular-exponentiation,100.0,Accepted,524.0,0.0,,SUCCESS,,Runtime Error,True,Medium,Medium,Medium
smallest-divisible-digit-product-ii,,Wrong Answer,954.0,2.0,,SUCCESS,,Runtime Error,True,Hard,Hard,Hard
minimum-number-of-valid-strings-to-form-target-i,,Time Limit Exceeded,,,,,,Time Limit Exceeded,True,Medium,Medium,Medium
find-the-power-of-k-size-subarrays-ii,,Time Limit Exceeded,653.0,641.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
check-if-digits-are-equal-in-string-after-operations-ii,,Time Limit Exceeded,,,,,,Time Limit Exceeded,True,Hard,Hard,Hard
maximum-and-minimum-sums-of-at-most-size-k-subarrays,,Wrong Answer,684.0,622.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
construct-string-with-minimum-cost,,Time Limit Exceeded,808.0,713.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
number-of-subarrays-that-match-a-pattern-ii,,Time Limit Exceeded,792.0,775.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
find-the-number-of-ways-to-place-people-ii,,Time Limit Exceeded,,,,,,Time Limit Exceeded,True,Hard,Hard,Hard
divide-an-array-into-subarrays-with-minimum-cost-ii,,Wrong Answer,691.0,687.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
find-the-encrypted-string,,Wrong Answer,,,,,,Wrong Answer,True,Easy,Easy,Easy
zero-array-transformation-iv,,Wrong Answer,714.0,339.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-the-minimum-amount-of-time-to-brew-potions,,Wrong Answer,,,,,,Wrong Answer,True,Medium,Medium,Medium
find-minimum-cost-to-remove-array-elements,,Wrong Answer,,,,,,Wrong Answer,True,Medium,Medium,Medium
maximum-and-minimum-sums-of-at-most-size-k-subsequences,,Wrong Answer,,,,,,Wrong Answer,True,Medium,Medium,Medium
find-minimum-time-to-reach-last-room-ii,,Wrong Answer,,,,,,Wrong Answer,True,Medium,Medium,Medium
shortest-distance-after-road-addition-queries-i,33.23,Accepted,972.0,394.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
replace-question-marks-in-string-to-minimize-its-value,,Wrong Answer,,,,,,Wrong Answer,True,Medium,Medium,Medium
minimum-cost-to-make-array-equalindromic,,Wrong Answer,650.0,602.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-number-of-coins-for-fruits,65.7,Accepted,578.0,81.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-cost-of-a-path-with-special-roads,,Wrong Answer,1045.0,999.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
lexicographically-smallest-generated-string,,Wrong Answer,739.0,723.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
total-characters-in-string-after-transformations-ii,,Wrong Answer,,,,,,Wrong Answer,True,Hard,Hard,Hard
maximum-value-sum-by-placing-three-rooks-ii,,Wrong Answer,,,,,,Wrong Answer,True,Hard,Hard,Hard
count-stepping-numbers-in-range,,Wrong Answer,,,,,,Wrong Answer,True,Hard,Hard,Hard
find-the-string-with-lcp,,Wrong Answer,,,,,,Wrong Answer,True,Hard,Hard,Hard
paint-house-iii,,Wrong Answer,,,,,,Wrong Answer,True,Hard,Hard,Hard
