slug,code,radon
minimum-amount-of-time-to-fill-cups,"```python
from typing import List

class Solution:
    def fillCups(self, amount: List[int]) -> int:
        amount.sort()
        if amount[2] >= amount[0] + amount[1]:
            return amount[2]
        else:
            return (sum(amount) + 1) // 2
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 3, 'lineno': 3}, {'name': 'fillCups', 'complexity': 2, 'lineno': 4}], 'maintainability_index': 67.45011981872972, 'raw_metrics': {'loc': 9, 'lloc': 9, 'sloc': 9, 'comments': 0}}"
best-position-for-a-service-centre,"```python
import math

class Solution:
    def getMinDistSum(self, positions: List[List[int]]) -> float:
        n = len(positions)
        if n == 0:
            return 0.0
        
        x = sum(p[0] for p in positions) / n
        y = sum(p[1] for p in positions) / n
        
        directions = [(0, 1), (1, 0), (0, -1), (-1, 0)]
        
        step = 1.0
        eps = 1e-6
        decay = 0.9
        
        while step > eps:
            improved = False
            for dx, dy in directions:
                nx = x + step * dx
                ny = y + step * dy
                current_sum = 0.0
                new_sum = 0.0
                for px, py in positions:
                    current_sum += math.sqrt((x - px)**2 + (y - py)**2)
                    new_sum += math.sqrt((nx - px)**2 + (ny - py)**2)
                if new_sum < current_sum:
                    x, y = nx, ny
                    improved = True
                    break
            if not improved:
                step *= decay
        
        total = 0.0
        for px, py in positions:
            total += math.sqrt((x - px)**2 + (y - py)**2)
        return total
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 11, 'lineno': 3}, {'name': 'getMinDistSum', 'complexity': 10, 'lineno': 4}], 'maintainability_index': 46.481381920357954, 'raw_metrics': {'loc': 33, 'lloc': 33, 'sloc': 33, 'comments': 0}}"
find-if-digit-game-can-be-won,"```python
from typing import List

class Solution:
    def canAliceWin(self, nums: List[int]) -> bool:
        single_sum = sum(num for num in nums if num < 10)
        double_sum = sum(num for num in nums if num >= 10)
        total_sum = sum(nums)
        return single_sum > (total_sum - single_sum) or double_sum > (total_sum - double_sum)
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 7, 'lineno': 3}, {'name': 'canAliceWin', 'complexity': 6, 'lineno': 4}], 'maintainability_index': 66.03477771868883, 'raw_metrics': {'loc': 8, 'lloc': 8, 'sloc': 8, 'comments': 0}}"
using-a-robot-to-print-the-lexicographically-smallest-string,"```python
class Solution:
    def robotWithString(self, s: str) -> str:
        t = []
        res = []
        freq = [0] * 26
        for c in s:
            freq[ord(c) - ord('a')] += 1
        
        for c in s:
            t.append(c)
            freq[ord(c) - ord('a')] -= 1
            while t:
                current = t[-1]
                has_smaller = False
                for i in range(ord(current) - ord('a')):
                    if freq[i] > 0:
                        has_smaller = True
                        break
                if not has_smaller:
                    res.append(t.pop())
                else:
                    break
        return ''.join(res)
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 8, 'lineno': 1}, {'name': 'robotWithString', 'complexity': 7, 'lineno': 2}], 'maintainability_index': 55.40099972944927, 'raw_metrics': {'loc': 22, 'lloc': 22, 'sloc': 22, 'comments': 0}}"
maximize-number-of-nice-divisors,"```python
class Solution:
    def maxNiceDivisors(self, primeFactors: int) -> int:
        MOD = 10**9 + 7
        if primeFactors == 1:
            return 1
        q, r = divmod(primeFactors, 3)
        if r == 1 and q > 0:
            q -= 1
            r = 4
        elif r == 0:
            r = 1
        return pow(3, q, MOD) * r % MOD
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 6, 'lineno': 1}, {'name': 'maxNiceDivisors', 'complexity': 5, 'lineno': 2}], 'maintainability_index': 60.76267545874003, 'raw_metrics': {'loc': 12, 'lloc': 12, 'sloc': 12, 'comments': 0}}"
maximum-number-of-moves-in-a-grid,"```python
from typing import List

class Solution:
    def maxMoves(self, grid: List[List[int]]) -> int:
        m = len(grid)
        n = len(grid[0])
        dp = [[0] * n for _ in range(m)]
        max_moves = 0
        
        for col in range(n-2, -1, -1):
            for row in range(m):
                current_val = grid[row][col]
                max_next = 0
                for dr in [-1, 0, 1]:
                    next_row = row + dr
                    next_col = col + 1
                    if 0 <= next_row < m and next_col < n and grid[next_row][next_col] > current_val:
                        max_next = max(max_next, dp[next_row][next_col] + 1)
                dp[row][col] = max_next
                if col == 0:
                    max_moves = max(max_moves, dp[row][col])
        
        return max_moves
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 10, 'lineno': 3}, {'name': 'maxMoves', 'complexity': 9, 'lineno': 4}], 'maintainability_index': 53.965148789340674, 'raw_metrics': {'loc': 21, 'lloc': 21, 'sloc': 21, 'comments': 0}}"
count-of-matches-in-tournament,"```python
class Solution:
    def numberOfMatches(self, n: int) -> int:
        matches = 0
        while n > 1:
            if n % 2 == 0:
                matches += n // 2
                n = n // 2
            else:
                matches += (n - 1) // 2
                n = (n - 1) // 2 + 1
        return matches
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 4, 'lineno': 1}, {'name': 'numberOfMatches', 'complexity': 3, 'lineno': 2}], 'maintainability_index': 61.56642747651527, 'raw_metrics': {'loc': 11, 'lloc': 11, 'sloc': 11, 'comments': 0}}"
minimum-operations-to-exceed-threshold-value-ii,"```python
import heapq

class Solution:
    def minOperations(self, nums: List[int], k: int) -> int:
        heap = []
        for num in nums:
            heapq.heappush(heap, num)
        
        operations = 0
        while heap[0] < k and len(heap) >= 2:
            x = heapq.heappop(heap)
            y = heapq.heappop(heap)
            new_num = min(x, y) * 2 + max(x, y)
            heapq.heappush(heap, new_num)
            operations += 1
        
        return operations
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 5, 'lineno': 3}, {'name': 'minOperations', 'complexity': 4, 'lineno': 4}], 'maintainability_index': 60.667206387871765, 'raw_metrics': {'loc': 15, 'lloc': 15, 'sloc': 15, 'comments': 0}}"
total-cost-to-hire-k-workers,"```python
import heapq

class Solution:
    def totalCost(self, costs: List[int], k: int, candidates: int) -> int:
        left_heap = []
        right_heap = []
        n = len(costs)
        left_ptr = 0
        right_ptr = n - 1
        total_cost = 0
        
        for _ in range(k):
            while left_ptr <= right_ptr and len(left_heap) < candidates:
                heapq.heappush(left_heap, (costs[left_ptr], left_ptr))
                left_ptr += 1
            while left_ptr <= right_ptr and len(right_heap) < candidates:
                heapq.heappush(right_heap, (costs[right_ptr], right_ptr))
                right_ptr -= 1
            
            left_min = left_heap[0] if left_heap else (float('inf'), -1)
            right_min = right_heap[0] if right_heap else (float('inf'), -1)
            
            if left_min[0] <= right_min[0]:
                total_cost += left_min[0]
                heapq.heappop(left_heap)
            else:
                total_cost += right_min[0]
                heapq.heappop(right_heap)
        
        return total_cost
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 10, 'lineno': 3}, {'name': 'totalCost', 'complexity': 9, 'lineno': 4}], 'maintainability_index': 52.024884250475885, 'raw_metrics': {'loc': 26, 'lloc': 26, 'sloc': 26, 'comments': 0}}"
remove-methods-from-project,"```python
from typing import List
from collections import defaultdict, deque

class Solution:
    def remainingMethods(self, n: int, k: int, invocations: List[List[int]]) -> List[int]:
        graph = defaultdict(set)
        reverse_graph = defaultdict(set)
        for a, b in invocations:
            graph[a].add(b)
            reverse_graph[b].add(a)
        
        suspicious = set()
        queue = deque([k])
        while queue:
            current = queue.popleft()
            if current in suspicious:
                continue
            suspicious.add(current)
            for neighbor in graph.get(current, set()):
                if neighbor not in suspicious:
                    queue.append(neighbor)
        
        can_remove = True
        for method in suspicious:
            for caller in reverse_graph.get(method, set()):
                if caller not in suspicious:
                    can_remove = False
                    break
            if not can_remove:
                break
        
        if not can_remove:
            return list(range(n))
        else:
            remaining = [m for m in range(n) if m not in suspicious]
            return remaining
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 14, 'lineno': 4}, {'name': 'remainingMethods', 'complexity': 13, 'lineno': 5}], 'maintainability_index': 53.05253504038185, 'raw_metrics': {'loc': 33, 'lloc': 33, 'sloc': 33, 'comments': 0}}"
